Smith,07/08/2014,Mr. Michael D. Barnett,903-510-8600,903-510-8621,chiefappraiser@scad.org,http://www.smithcad.org/,"245 S. S.E. Loop 323, Tyler, TX 75702-6456","245 S. S.E. Loop 323, Tyler, TX 75702-6456",26 Feb 15, 10:44:11 PM
Somervell,09/20/2013,Mr. Wes Rollen,254-897-4094,254-897-3258,wesrollen@windstream.net,http://www.isouthwestdata.com/,"112 Allen Dr., Glen Rose, TX 76043-4526","112 Allen Dr., Glen Rose, TX 76043-4526",26 Feb 15, 10:44:11 PM
Starr,11/18/2013,Ms. Rosalva Guerra,956-487-5613,956-487-8555,starrcad@caprock-spur.com,http://www.starrcad.org,"100 N. FM 3167, Ste. 300, Rio Grande City, TX 78582-6211","100 N. FM 3167, Ste. 300, Rio Grande City, TX 78582-6211",26 Feb 15, 10:44:11 PM
Stephens,01/18/2014,Ms. Terri Sullivan,254-559-8233,254-559-2897,stephenscad@att.net,http://www.isouthwestdata.com/client/webIndex.aspx?dbkey=stephenscad&time=2013721401003,"P.O. Box 351, Breckenridge, TX 76424-0351","201 S. Rose Ave., Breckenridge, TX 76424-0351",26 Feb 15, 10:44:11 PM
Sterling,01/01/2013,Mr. Ronnie Krejci,325-378-7711,325-378-2266,sterlingcad@verizon.net,http://www.sterlingcad.org,"P.O. Box 28, Sterling City, TX 76951-0028","616 4th St., Sterling City, TX 76951-0028",26 Feb 15, 10:44:11 PM
Stonewall,01/01/2013,Ms. Debra Daniels,940-989-3363,940-989-3695,stonewallcad@valornet.com,not listed,"P.O. Box 308, Aspermont, TX 79502-0308","510 Washington St., Aspermont, TX 79502-0308",26 Feb 15, 10:44:11 PM
Sutton,01/01/2013,Ms. Mary Bustamante,325-387-2809,325-387-2265,gbustamante@verizon.net,http://www.suttoncad.com/,"300 E. Oak St., Ste. 2, Sonora, TX 76950-2671","300 E. Oak St., Ste. 2, Sonora, TX 76950-2671",26 Feb 15, 10:44:11 PM
Swisher,01/18/2014,Ms. Cindy L. McDowell,806-995-4118,806-995-4079,scad.cindy@windstream.net,http://www.swisher-cad.org/,"P.O. Box 8, Tulia, TX 79088-0008","130 N. Armstrong Ave., Tulia, TX 79088-0008",26 Feb 15, 10:44:12 PM
Tarrant,09/08/2014,Mr. Jeff Law,817-284-0024,817-595-6198,jlaw@tad.org,http://www.tad.org/,"2500 Handley-Ederville Rd., Fort Worth, TX 76118-6909","2500 Handley-Ederville Rd., Fort Worth, TX 76118-6909",26 Feb 15, 10:44:12 PM
Taylor,01/18/2014,Mr. Gary Earnest,325-676-9381,325-676-7877,earnest@taylorcountytexas.org,http://www.taylor-cad.org/,"P.O. Box 1800, Abilene, TX 79604-1800","1534 S. Treadaway, Abilene, TX 79604-1800",26 Feb 15, 10:44:12 PM
Terrell,08/08/2013,Mr. Blain Chriesman,432-345-2251,432-345-2526,bchriesm@terrell.esc18.net,http://www.terrellcad.org/,"P.O. Box 747, Sanderson, TX 79848-0747","106 N. Persimmon St., Sanderson, TX 79848-0747",26 Feb 15, 10:44:12 PM
Terry,07/22/2013,Mr. Ronny Burran,806-637-6966,806-637-4675,r.burran@windstream.net,http://terrycoad.org/,"P.O. Box 426, Brownfield, TX 79316-0426","421 W. Powell St., Brownfield, TX 79316-0426",26 Feb 15, 10:44:12 PM
Throckmorton,01/01/2013,Erin Hudson,940-849-5691,940-849-5692,hrockmortoncad@valornet.com,not listed,"P.O. Box 788, Throckmorton, TX 76483-0788","144 N. Minter Ave., Throckmorton, TX 76483-0788",26 Feb 15, 10:44:12 PM
Titus,08/27/2014,Ms. Geraldine Hull,903-572-7939,903-572-5147,uscad@titus-cad.org,http://www.titus-cad.org/,"P.O. Box 528, Mount Pleasant, TX 75456-0528","2404 W. Ferguson Road, Mount Pleasant, TX 75456-0528",26 Feb 15, 10:44:12 PM
Tom,01/01/2013,Mr. Bill H. Benson,325-658-5575,325-657-8197,gcad3@wcc.net,http://www.tomgreencad.com/,"P.O. Box 3307, San Angelo, TX 76902-3307","2302 Pulliam St., San Angelo, TX 76902-3307",26 Feb 15, 10:44:12 PM
Travis,12/01/2014,Ms. Marya Crigler,512-834-9317,512-835-5371,x_info@tcadcentral.org,http://www.traviscad.org/,"P.O. Box 149012, Austin, TX 78714-9012","8314 Cross Park Dr., Austin, TX 78714-9012",26 Feb 15, 10:44:12 PM
Trinity,09/12/2013,Mr. Gary Gallant,936-642-1502,936-642-2336,gary.gallant@trinitycad.net,http://trinitycad.net/,"P.O. Box 950, Groveton, TX 75845-9998","123 S. Main St., Groveton, TX 75845-9998",26 Feb 15, 10:44:12 PM
Tyler,01/01/2013,Mr. Travis E. Chalmers,409-283-3736,409-283-8439,echalmerstcad@sbcglobal.net,http://www.tylercad.net/,"P.O. Drawer 9, Woodville, TX 75979-0009","806 W. Bluff St., Woodville, TX 75979-0009",26 Feb 15, 10:44:13 PM
Upshur,01/18/2014,Ms. Sarah Curtis,903-843-3041,903-843-5764,sarah.curtis@upshur-cad.org,http://www.upshur-cad.org/,"105 Diamond Loch Rd., Gilmer, TX 75644-9372","105 Diamond Loch Rd., Gilmer, TX 75644-9372",26 Feb 15, 10:44:13 PM
Upton,01/01/2013,Ms. Sheri Stephens,432-652-3221,432-652-3372,ssucad@sbcglobal.net,not listed,"P.O. Box 1110, McCamey, TX 79752-1110","700 E. 3rd St., McCamey, TX 79752-1110",26 Feb 15, 10:44:13 PM
Uvalde,01/18/2014,Mr. Alberto M. Mireles,830-278-1106,830-278-8150,reles@uvaldecad.org,http://www.uvaldecad.org/,"209 N. High St., Uvalde, TX 78801-5207","209 N. High St., Uvalde, TX 78801-5207",26 Feb 15, 10:44:13 PM
Val,10/31/2013,Ms. Cherry T. Sheedy,830-774-4602,830-775-2101,cherry.sheedy@valverdecad.org,http://www.valverdecad.org/,"417 W. Cantu Rd., Del Rio, TX 78840-3049","417 W. Cantu Rd., Del Rio, TX 78840-3049",26 Feb 15, 10:44:13 PM
Van,06/19/2014,Mr. Scott Hyde,903-567-6171,903-567-6600,scott.hyde@vzcad.org,http://www.isouthwestdata.com/,"P.O. Box 926, Canton, TX 75103-0926","27867 State Hwy. 64, Canton, TX 75103-0926",26 Feb 15, 10:44:13 PM
Victoria,01/01/2013,Mr. John Haliburton,361-576-3621,361-578-1662,victoriacad@suddenlinkmail.com,http://www.victoriacad.org/,"2805 N. Navarro St., Ste. 300, Victoria, TX 77901-3947","2805 N. Navarro St., Ste. 300, Victoria, TX 77901-3947",26 Feb 15, 10:44:13 PM
Walker,01/18/2014,Mr. Raymond A. Kiser,936-295-0402,936-295-3061,raymondk@walkercountyappraisal.com,http://www.walkercountyappraisal.com/,"P.O. Box 1798, Huntsville, TX 77342-1798","1819 Sycamore Ave., Huntsville, TX 77342-1798",26 Feb 15, 10:44:13 PM
Waller,02/11/2015,Mr. Chris Barzilla,979-921-0060,979-921-0377,chrisb@waller-cad.org,http://www.waller-cad.org,"P.O. Box 887, Hempstead, TX 77445-0887","900 13th St., Hempstead, TX 77445-0887",26 Feb 15, 10:44:14 PM
Ward,01/18/2014,Mr. Arlice Wittie,432-943-3224,432-943-3226,wardcountycad@yahoo.com,http://www.wardcad.org,"P.O. Box 905, Monahans, TX 79756-0905","808 S. Betty St., Monahans, TX 79756-0905",26 Feb 15, 10:44:14 PM
Washington,02/14/2013,Mr. Willy Dilworth,979-277-3740,979-277-3741,wdilworth@brenhamk-12.net,http://www.washingtoncad.org/,"P.O. Box 681, Brenham, TX 77834-0681","1301 Niebuhr St., Brenham, TX 77834-0681",26 Feb 15, 10:44:14 PM
Webb,07/17/2014,Mr. Martin Villarreal,956-718-4091,956-718-3041,webmaster@webbcad.org,http://www.webbcad.org/,"3302 Clark Blvd., Laredo, TX 78043-3346","3302 Clark Blvd., Laredo, TX 78043-3346",26 Feb 15, 10:44:14 PM
Wharton,01/01/2013,Mrs. Tylene Gamble,979-532-8931,979-532-5691,whartoncad@sbcglobal.net,http://www.whartoncad.net/,"308 E. Milam St., Wharton, TX 77488-4918","308 E. Milam St., Wharton, TX 77488-4918",26 Feb 15, 10:44:14 PM
Wheeler,01/01/2013,Ms. Kimberly Morgan,806-826-5900,806-826-5960,wheelercad@windstream.net,http://www.wheelercad.org/,"P.O. Box 1200, Wheeler, TX 79096-1200","402 S. Main St., Wheeler, TX 79096-1200",26 Feb 15, 10:44:14 PM
Wichita,01/01/2013,Mr. Edward H. Trigg III,940-322-2435,940-322-8190,wcad@wfbiz.rr.com,http://www.wadtx.com/,"P.O. Box 5172, Wichita Falls, TX 76307-5172","600 Scott St., 3rd Floor, Wichita Falls, TX 76307-5172",26 Feb 15, 10:44:14 PM
Wilbarger,01/01/2013,Ms. Sandy Burkett,940-553-1857,940-552-9541,wilbargercad@sbcglobal.net,http://www.wilbargerappraisal.org/,"P.O. Box 1519, Vernon, TX 76385-1519","1800 Cumberland St., Vernon, TX 76385-1519",26 Feb 15, 10:44:14 PM
Willacy,01/18/2014,Mr. Agustin Lopez,956-689-5979,956-689-0585,gustinl@prontonet.net,http://www.trueautomation.com/,"688 FM 3168, Raymondville, TX 78580","688 FM 3168, Raymondville, TX 78580",26 Feb 15, 10:44:14 PM
Williamson,08/18/2014,Mr. Alvin Lankford,512-930-3787,<br />,publicservice@wcad.org,http://www.wcad.org/,"625 FM 1460, Georgetown, TX 78626-8050","625 FM 1460, Georgetown, TX 78626-8050",26 Feb 15, 10:44:14 PM
Wilson,08/27/2013,Mr. Brian Stahl,830-393-3065,830-393-7755,cadstaff@felpsis.net,http://wilson-cad.org/,"1611 Railroad St., Floresville, TX 78114-1825","1611 Railroad St., Floresville, TX 78114-1825",26 Feb 15, 10:44:14 PM
Winkler,01/01/2013,Ms. Connie Carpenter,432-586-2832,432-586-3674,winklercad@suddenlinkmail.com,not listed,"P.O. Box 1219, Kermit, TX 79745-1219","107 E. Winkler, Kermit, TX 79745-1219",26 Feb 15, 10:44:14 PM
Wise,02/04/2014,Mr. Mickey Hand,940-627-3081,940-627-5187,wcad1@embarqmail.com,http://www.myswdata.com/,"400 E. Business 380, Decatur, TX 76234-3165","400 E. Business 380, Decatur, TX 76234-3165",26 Feb 15, 10:44:15 PM
Wood,01/01/2013,Mr. Tracy Nichols,903-763-4891,903-763-4183,racyn@woodcad.org,http://www.woodcad.net/,"P.O. Box 1706, Quitman, TX 75783-1706","210 Clark St., Quitman, TX 75783-1706",26 Feb 15, 10:44:15 PM
Yoakum,01/18/2014,Ms. JoAnn Dobson,806-456-7101,806-456-7102,ycad@windstream.net,not listed,"P.O. Box 748, Plains, TX 79355-0748","500 Cowboy Way, Plains, TX 79355-0748",26 Feb 15, 10:44:15 PM
Young,01/01/2013,Mr. Luke Robbins,940-549-2392,940-549-7271,youngcad@sbcglobal.net,http://www.youngcad.org/,"P.O. Box 337, Graham, TX 76450-0337","724 Oak St., Graham, TX 76450-0337",26 Feb 15, 10:44:15 PM
Zapata,01/01/2013,Ms. Amada Gonzalez,956-765-9988,956-765-9991,dagonzalez1@msn.com,http://zapatacad.com/,"200 E. 7th Ave., Ste. 240, Zapata, TX 78076-9998","200 E. 7th Ave., Ste. 240, Zapata, TX 78076-9998",26 Feb 15, 10:44:15 PM
Zavala,01/01/2013,Ms. Yolanda Cervera,830-374-3475,830-374-3076,zavalacad@sbcglobal.net,http://www.zavalacad.com,"323 W. Zavala St., Crystal City, TX 78839-3240","323 W. Zavala St., Crystal City, TX 78839-3240",26 Feb 15, 10:44:15 PM
